run,branch,epoch,step,group,bucket,count,mean_entropy,mean_margin,mean_ptrue
input,trigram,2,670,seen,f16-63,91057,3.5314563380427444,0.2627738879603916,0.19083259106979078
input,trigram,2,670,seen,f2-3,49885,3.5507600022307013,0.28576013715225496,0.1767851687750427
input,trigram,2,670,seen,f256+,51298,3.846962852729781,0.20989711893665552,0.173016789538435
input,trigram,2,670,seen,f4-7,49336,3.4711960771687402,0.29113763454506114,0.18691738858775686
input,trigram,2,670,seen,f64-255,65211,3.667102801334323,0.23727732633552048,0.1859725661838676
input,trigram,2,670,seen,f8-15,48849,3.4418912062895375,0.2892897152945797,0.19553016431621073
input,trigram,3,1010,novel,f0,184590,3.1001028131263144,0.2782685800139772,0.09619669252222268
input,trigram,3,1010,novel,f1,0,0.0,0.0,0.0
input,trigram,3,1010,novel,f16-63,0,0.0,0.0,0.0
input,trigram,3,1010,novel,f2-3,0,0.0,0.0,0.0
input,trigram,3,1010,novel,f256+,0,0.0,0.0,0.0
input,trigram,3,1010,novel,f4-7,0,0.0,0.0,0.0
input,trigram,3,1010,novel,f64-255,0,0.0,0.0,0.0
input,trigram,3,1010,novel,f8-15,0,0.0,0.0,0.0
input,trigram,3,1010,seen,f0,0,0.0,0.0,0.0
input,trigram,3,1010,seen,f1,49598,2.645291312839154,0.3837127288288356,0.17538404679798766
input,trigram,3,1010,seen,f16-63,91057,2.975545310231337,0.30743817194342393,0.20015838963904525
input,trigram,3,1010,seen,f2-3,49885,2.5374035626532017,0.40121576352086197,0.1923701784956347
input,trigram,3,1010,seen,f256+,51298,3.700961784344801,0.21922401377170248,0.17873328609272096
input,trigram,3,1010,seen,f4-7,49336,2.5520571678368373,0.39047223766111905,0.19949694237283516
input,trigram,3,1010,seen,f64-255,65211,3.3389356909354997,0.2609864246256486,0.19385800923364355
input,trigram,3,1010,seen,f8-15,48849,2.664613699825456,0.36539829831946585,0.2060963661027889
input,trigram,4,1340,novel,f0,184590,2.530171045627225,0.34500513129385124,0.10023104928077778
input,trigram,4,1340,novel,f1,0,0.0,0.0,0.0
input,trigram,4,1340,novel,f16-63,0,0.0,0.0,0.0
input,trigram,4,1340,novel,f2-3,0,0.0,0.0,0.0
input,trigram,4,1340,novel,f256+,0,0.0,0.0,0.0
input,trigram,4,1340,novel,f4-7,0,0.0,0.0,0.0
input,trigram,4,1340,novel,f64-255,0,0.0,0.0,0.0
input,trigram,4,1340,novel,f8-15,0,0.0,0.0,0.0
input,trigram,4,1340,seen,f0,0,0.0,0.0,0.0
input,trigram,4,1340,seen,f1,49598,2.068600333734949,0.45902550419158383,0.1837899563046043
input,trigram,4,1340,seen,f16-63,91057,2.485042553435045,0.3554413944999885,0.20771789911804756
input,trigram,4,1340,seen,f2-3,49885,1.9381136621252886,0.4804669009240629,0.20075714797966854
input,trigram,4,1340,seen,f256+,51298,3.4546230141382055,0.24095427076064266,0.18750292485478776
input,trigram,4,1340,seen,f4-7,49336,1.9552102578984676,0.4637153786729788,0.2065105785646708
input,trigram,4,1340,seen,f64-255,65211,3.001487684432897,0.29031063066359736,0.2014868841531425
input,trigram,4,1340,seen,f8-15,48849,2.081900979463519,0.43148179098703077,0.21255485472206448
input,trigram,5,1680,novel,f0,184590,2.201191643691,0.37928213577679604,0.09762614136568509
input,trigram,5,1680,novel,f1,0,0.0,0.0,0.0
input,trigram,5,1680,novel,f16-63,0,0.0,0.0,0.0
input,trigram,5,1680,novel,f2-3,0,0.0,0.0,0.0
input,trigram,5,1680,novel,f256+,0,0.0,0.0,0.0
input,trigram,5,1680,novel,f4-7,0,0.0,0.0,0.0
input,trigram,5,1680,novel,f64-255,0,0.0,0.0,0.0
input,trigram,5,1680,novel,f8-15,0,0.0,0.0,0.0
input,trigram,5,1680,seen,f0,0,0.0,0.0,0.0
input,trigram,5,1680,seen,f1,49598,1.7822124161538873,0.4879937411744369,0.181561414229821
input,trigram,5,1680,seen,f16-63,91057,2.2076433089421768,0.37951017132345943,0.20617718827268094
input,trigram,5,1680,seen,f2-3,49885,1.6637306178181828,0.5069305980235481,0.1979994028728366
input,trigram,5,1680,seen,f256+,51298,3.411078364345201,0.2391868122369722,0.18417358638767406
input,trigram,5,1680,seen,f4-7,49336,1.6563135220950636,0.49658658717515364,0.20443877208557856
input,trigram,5,1680,seen,f64-255,65211,2.833827680094076,0.2989168551191311,0.20030297075928966
input,trigram,5,1680,seen,f8-15,48849,1.7749378532898916,0.4650141761351615,0.2116476311133248
input,trigram,6,2020,novel,f0,184590,1.8418457903945344,0.42818529198410465,0.1036097854861182
input,trigram,6,2020,novel,f1,0,0.0,0.0,0.0
input,trigram,6,2020,novel,f16-63,0,0.0,0.0,0.0
input,trigram,6,2020,novel,f2-3,0,0.0,0.0,0.0
input,trigram,6,2020,novel,f256+,0,0.0,0.0,0.0
input,trigram,6,2020,novel,f4-7,0,0.0,0.0,0.0
input,trigram,6,2020,novel,f64-255,0,0.0,0.0,0.0
input,trigram,6,2020,novel,f8-15,0,0.0,0.0,0.0
input,trigram,6,2020,seen,f0,0,0.0,0.0,0.0
input,trigram,6,2020,seen,f1,49598,1.4789499881306607,0.5276709579743568,0.188591848899097
input,trigram,6,2020,seen,f16-63,91057,1.7744719651628864,0.4362246939741407,0.2190091381480841
input,trigram,6,2020,seen,f2-3,49885,1.3726611536158417,0.5453943863216856,0.20604755307997147
input,trigram,6,2020,seen,f256+,51298,2.9387156969795676,0.2917959615697119,0.20149722575345735
input,trigram,6,2020,seen,f4-7,49336,1.3470414439710088,0.538050872530661,0.21432974481051761
input,trigram,6,2020,seen,f64-255,65211,2.3465832127964963,0.35547593559201074,0.21633436771633746
input,trigram,6,2020,seen,f8-15,48849,1.4270731227683036,0.5117148117466627,0.2210359883550858
input,trigram,7,2350,novel,f0,184590,1.7027833324560855,0.4456968613945501,0.10307264406890743
input,trigram,7,2350,novel,f1,0,0.0,0.0,0.0
input,trigram,7,2350,novel,f16-63,0,0.0,0.0,0.0
input,trigram,7,2350,novel,f2-3,0,0.0,0.0,0.0
input,trigram,7,2350,novel,f256+,0,0.0,0.0,0.0
input,trigram,7,2350,novel,f4-7,0,0.0,0.0,0.0
input,trigram,7,2350,novel,f64-255,0,0.0,0.0,0.0
input,trigram,7,2350,novel,f8-15,0,0.0,0.0,0.0
input,trigram,7,2350,seen,f0,0,0.0,0.0,0.0
input,trigram,7,2350,seen,f1,49598,1.369827826665864,0.5425654859988295,0.1871558668198904
input,trigram,7,2350,seen,f16-63,91057,1.61718051713884,0.456823407656564,0.21714565098559593
input,trigram,7,2350,seen,f2-3,49885,1.2761170012277148,0.5561283772328316,0.20576633802554245
input,trigram,7,2350,seen,f256+,51298,2.858965768411025,0.2935851766483351,0.19410129911131802
input,trigram,7,2350,seen,f4-7,49336,1.249487609178075,0.550400752665533,0.21532167752525377
input,trigram,7,2350,seen,f64-255,65211,2.2108553460208964,0.3668193135246765,0.20919827301007105
input,trigram,7,2350,seen,f8-15,48849,1.30309972775962,0.5285025289940987,0.22168490017988363
input,trigram,8,2690,novel,f0,184590,1.4829916030116765,0.47635341449783725,0.10346950119255936
input,trigram,8,2690,novel,f1,0,0.0,0.0,0.0
input,trigram,8,2690,novel,f16-63,0,0.0,0.0,0.0
input,trigram,8,2690,novel,f2-3,0,0.0,0.0,0.0
input,trigram,8,2690,novel,f256+,0,0.0,0.0,0.0
input,trigram,8,2690,novel,f4-7,0,0.0,0.0,0.0
input,trigram,8,2690,novel,f64-255,0,0.0,0.0,0.0
input,trigram,8,2690,novel,f8-15,0,0.0,0.0,0.0
input,trigram,8,2690,seen,f0,0,0.0,0.0,0.0
input,trigram,8,2690,seen,f1,49598,1.1920053019992376,0.5666290988597411,0.18865322909094748
input,trigram,8,2690,seen,f16-63,91057,1.4037975633700805,0.4910403972180223,0.2195875047582463
input,trigram,8,2690,seen,f2-3,49885,1.1312190732196024,0.573761042944771,0.20703726825382587
input,trigram,8,2690,seen,f256+,51298,2.5209017762331407,0.33018088095074793,0.1968275079989246
input,trigram,8,2690,seen,f4-7,49336,1.1024261593536413,0.5731300671660942,0.21646021820692843
input,trigram,8,2690,seen,f64-255,65211,1.908138069851554,0.4072121770556077,0.21298782635379304
input,trigram,8,2690,seen,f8-15,48849,1.1440797410941936,0.5577951295184982,0.2257284282895659
input,trigram,9,3030,novel,f0,184590,1.3384302878324656,0.5045063452301611,0.10545145634794742
input,trigram,9,3030,novel,f1,0,0.0,0.0,0.0
input,trigram,9,3030,novel,f16-63,0,0.0,0.0,0.0
input,trigram,9,3030,novel,f2-3,0,0.0,0.0,0.0
input,trigram,9,3030,novel,f256+,0,0.0,0.0,0.0
input,trigram,9,3030,novel,f4-7,0,0.0,0.0,0.0
input,trigram,9,3030,novel,f64-255,0,0.0,0.0,0.0
input,trigram,9,3030,novel,f8-15,0,0.0,0.0,0.0
input,trigram,9,3030,seen,f0,0,0.0,0.0,0.0
input,trigram,9,3030,seen,f1,49598,1.0732778342367224,0.5874418535271037,0.19147740863270857
input,trigram,9,3030,seen,f16-63,91057,1.1990940056726471,0.5337111459969519,0.22612374877091293
input,trigram,9,3030,seen,f2-3,49885,1.0116966515078658,0.6000727211520893,0.20971609652666254
input,trigram,9,3030,seen,f256+,51298,2.0103628914998475,0.3991527718511206,0.20610173683580654
input,trigram,9,3030,seen,f4-7,49336,0.9887953043064274,0.5965651443867079,0.21988045521064334
input,trigram,9,3030,seen,f64-255,65211,1.5425005170763646,0.4681457144131945,0.22124410262030805
input,trigram,9,3030,seen,f8-15,48849,1.016322722055535,0.5854573614169946,0.22904651208475582
input,trigram,10,3370,novel,f0,184590,1.2670789338784811,0.5164271987499572,0.10472998059006385
input,trigram,10,3370,novel,f1,0,0.0,0.0,0.0
input,trigram,10,3370,novel,f16-63,0,0.0,0.0,0.0
input,trigram,10,3370,novel,f2-3,0,0.0,0.0,0.0
input,trigram,10,3370,novel,f256+,0,0.0,0.0,0.0
input,trigram,10,3370,novel,f4-7,0,0.0,0.0,0.0
input,trigram,10,3370,novel,f64-255,0,0.0,0.0,0.0
input,trigram,10,3370,novel,f8-15,0,0.0,0.0,0.0
input,trigram,10,3370,seen,f0,0,0.0,0.0,0.0
input,trigram,10,3370,seen,f1,49598,1.0096698828303297,0.6005408983787887,0.18992492805420325
input,trigram,10,3370,seen,f16-63,91057,1.0835484418142203,0.5570234225033291,0.2275873376511532
input,trigram,10,3370,seen,f2-3,49885,0.9523202609215504,0.6108440752001998,0.20944963897934446
input,trigram,10,3370,seen,f256+,51298,1.6251874157326103,0.45262677027017506,0.20823202359845167
input,trigram,10,3370,seen,f4-7,49336,0.9260606798796308,0.6124036572217045,0.21864310935768547
input,trigram,10,3370,seen,f64-255,65211,1.3336540418245948,0.5042697230947184,0.22245740096696914
input,trigram,10,3370,seen,f8-15,48849,0.9444461891970924,0.5993684769547968,0.2283417819920725
input,trigram,11,3700,novel,f0,184590,1.1292343983051627,0.5430698697386056,0.10744623726192884
input,trigram,11,3700,novel,f1,0,0.0,0.0,0.0
input,trigram,11,3700,novel,f16-63,0,0.0,0.0,0.0
input,trigram,11,3700,novel,f2-3,0,0.0,0.0,0.0
input,trigram,11,3700,novel,f256+,0,0.0,0.0,0.0
input,trigram,11,3700,novel,f4-7,0,0.0,0.0,0.0
input,trigram,11,3700,novel,f64-255,0,0.0,0.0,0.0
input,trigram,11,3700,novel,f8-15,0,0.0,0.0,0.0
input,trigram,11,3700,seen,f0,0,0.0,0.0,0.0
input,trigram,11,3700,seen,f1,49598,0.9021633967390651,0.6206558906001568,0.19337193543733242
input,trigram,11,3700,seen,f16-63,91057,0.9405711616249676,0.5909315719645368,0.235936455936079
input,trigram,11,3700,seen,f2-3,49885,0.8423308273769259,0.6348063084838015,0.21291873963940053
input,trigram,11,3700,seen,f256+,51298,1.3238240050382595,0.504105880474675,0.21850009688211774
input,trigram,11,3700,seen,f4-7,49336,0.8318577456485133,0.6303315690906759,0.22459829575410917
input,trigram,11,3700,seen,f64-255,65211,1.1273046225220127,0.5456159210005043,0.23317585578516115
input,trigram,11,3700,seen,f8-15,48849,0.8404243277543639,0.6242531473260714,0.2365087355943646
input,trigram,12,4040,novel,f0,184590,1.105152638601156,0.5490162596638309,0.10815571627001103
input,trigram,12,4040,novel,f1,0,0.0,0.0,0.0
input,trigram,12,4040,novel,f16-63,0,0.0,0.0,0.0
input,trigram,12,4040,novel,f2-3,0,0.0,0.0,0.0
input,trigram,12,4040,novel,f256+,0,0.0,0.0,0.0
input,trigram,12,4040,novel,f4-7,0,0.0,0.0,0.0
input,trigram,12,4040,novel,f64-255,0,0.0,0.0,0.0
input,trigram,12,4040,novel,f8-15,0,0.0,0.0,0.0
input,trigram,12,4040,seen,f0,0,0.0,0.0,0.0
input,trigram,12,4040,seen,f1,49598,0.8766659783875647,0.6280885044123452,0.19535704145016788
input,trigram,12,4040,seen,f16-63,91057,0.9135027924901624,0.5984810502626913,0.23657302152496798
input,trigram,12,4040,seen,f2-3,49885,0.8254986122615063,0.6389244316894234,0.21545337700271117
input,trigram,12,4040,seen,f256+,51298,1.2355433166766199,0.5192604397784018,0.21710916098324484
input,trigram,12,4040,seen,f4-7,49336,0.8135005487229757,0.6359964779889093,0.22638253517646206
input,trigram,12,4040,seen,f64-255,65211,1.0791777870794983,0.5577318639237708,0.23230381092929026
input,trigram,12,4040,seen,f8-15,48849,0.8171419833124937,0.6305033173972224,0.2358307582769582
input,trigram,13,4380,novel,f0,184590,1.0931298615774414,0.5501788279527516,0.10520239519424276
input,trigram,13,4380,novel,f1,0,0.0,0.0,0.0
input,trigram,13,4380,novel,f16-63,0,0.0,0.0,0.0
input,trigram,13,4380,novel,f2-3,0,0.0,0.0,0.0
input,trigram,13,4380,novel,f256+,0,0.0,0.0,0.0
input,trigram,13,4380,novel,f4-7,0,0.0,0.0,0.0
input,trigram,13,4380,novel,f64-255,0,0.0,0.0,0.0
input,trigram,13,4380,novel,f8-15,0,0.0,0.0,0.0
input,trigram,13,4380,seen,f0,0,0.0,0.0,0.0
input,trigram,13,4380,seen,f1,49598,0.8734876086372764,0.6266675729680401,0.19134204626254073
input,trigram,13,4380,seen,f16-63,91057,0.9175681766164516,0.5974087488149519,0.2296850727314707
input,trigram,13,4380,seen,f2-3,49885,0.8289699077811044,0.6367014806639596,0.21054083019795936
input,trigram,13,4380,seen,f256+,51298,1.2048151596288275,0.526580272631528,0.21046204859711973
input,trigram,13,4380,seen,f4-7,49336,0.8130528939822596,0.6366855784262181,0.22160732731908284
input,trigram,13,4380,seen,f64-255,65211,1.0744465417465663,0.5571808079598225,0.2230569188957827
input,trigram,13,4380,seen,f8-15,48849,0.8256772295976939,0.6286457075161968,0.22997156398177435
input,trigram,14,4710,novel,f0,184590,1.0314031188408932,0.5643069867248116,0.10443817998959279
input,trigram,14,4710,novel,f1,0,0.0,0.0,0.0
input,trigram,14,4710,novel,f16-63,0,0.0,0.0,0.0
input,trigram,14,4710,novel,f2-3,0,0.0,0.0,0.0
input,trigram,14,4710,novel,f256+,0,0.0,0.0,0.0
input,trigram,14,4710,novel,f4-7,0,0.0,0.0,0.0
input,trigram,14,4710,novel,f64-255,0,0.0,0.0,0.0
input,trigram,14,4710,novel,f8-15,0,0.0,0.0,0.0
input,trigram,14,4710,seen,f0,0,0.0,0.0,0.0
input,trigram,14,4710,seen,f1,49598,0.8325596427133494,0.6361158231634646,0.1886376689650085
input,trigram,14,4710,seen,f16-63,91057,0.8696573203806,0.6095592545744457,0.2281583115623848
input,trigram,14,4710,seen,f2-3,49885,0.7924153159819401,0.6456498749175542,0.20815382885837547
input,trigram,14,4710,seen,f256+,51298,1.096317909707211,0.5534476023066429,0.2161718835996855
input,trigram,14,4710,seen,f4-7,49336,0.7795356017570902,0.643513378187223,0.21868926722197674
input,trigram,14,4710,seen,f64-255,65211,1.007859379568374,0.5738695868801974,0.2247898092880819
input,trigram,14,4710,seen,f8-15,48849,0.7817998896526427,0.6408821162560945,0.22838330299811044
input,trigram,15,5050,novel,f0,184590,0.997326974515528,0.5711048821087141,0.1045900893615193
input,trigram,15,5050,novel,f1,0,0.0,0.0,0.0
input,trigram,15,5050,novel,f16-63,0,0.0,0.0,0.0
input,trigram,15,5050,novel,f2-3,0,0.0,0.0,0.0
input,trigram,15,5050,novel,f256+,0,0.0,0.0,0.0
input,trigram,15,5050,novel,f4-7,0,0.0,0.0,0.0
input,trigram,15,5050,novel,f64-255,0,0.0,0.0,0.0
input,trigram,15,5050,novel,f8-15,0,0.0,0.0,0.0
input,trigram,15,5050,seen,f0,0,0.0,0.0,0.0
input,trigram,15,5050,seen,f1,49598,0.8015936328317372,0.6437888944293138,0.18967898217720663
input,trigram,15,5050,seen,f16-63,91057,0.8306966516609325,0.6203037065841455,0.22949301188409105
input,trigram,15,5050,seen,f2-3,49885,0.7627181196324004,0.6524394107179919,0.20993599511008482
input,trigram,15,5050,seen,f256+,51298,1.053031153554748,0.5616213055396887,0.2162491676019235
input,trigram,15,5050,seen,f4-7,49336,0.7457898065766094,0.6549195255720064,0.21991208411573784
input,trigram,15,5050,seen,f64-255,65211,0.957350364574111,0.5855070285375588,0.22660680765860974
input,trigram,15,5050,seen,f8-15,48849,0.7553282547545292,0.6464250076091405,0.2303658155593509
input,trigram,16,5390,novel,f0,184590,0.9262180453405727,0.588958832465794,0.10926457403143179
input,trigram,16,5390,novel,f1,0,0.0,0.0,0.0
input,trigram,16,5390,novel,f16-63,0,0.0,0.0,0.0
input,trigram,16,5390,novel,f2-3,0,0.0,0.0,0.0
input,trigram,16,5390,novel,f256+,0,0.0,0.0,0.0
input,trigram,16,5390,novel,f4-7,0,0.0,0.0,0.0
input,trigram,16,5390,novel,f64-255,0,0.0,0.0,0.0
input,trigram,16,5390,novel,f8-15,0,0.0,0.0,0.0
input,trigram,16,5390,seen,f0,0,0.0,0.0,0.0
input,trigram,16,5390,seen,f1,49598,0.7467442247374093,0.6547675110534771,0.19507112282723393
input,trigram,16,5390,seen,f16-63,91057,0.7685620327838137,0.6376408670600271,0.23768952475642688
input,trigram,16,5390,seen,f2-3,49885,0.7072933860195154,0.6668752710257012,0.21647472759066552
input,trigram,16,5390,seen,f256+,51298,0.9689084297056083,0.5819488360412073,0.2217343207059511
input,trigram,16,5390,seen,f4-7,49336,0.694530039021014,0.6678915936860765,0.228705225324447
input,trigram,16,5390,seen,f64-255,65211,0.8732306236545438,0.6072781814878069,0.2345946161082071
input,trigram,16,5390,seen,f8-15,48849,0.7075886065625919,0.6600407600737161,0.23730792206119505
input,trigram,17,5720,novel,f0,184590,0.908750827881109,0.592277399753585,0.10706630246686781
input,trigram,17,5720,novel,f1,0,0.0,0.0,0.0
input,trigram,17,5720,novel,f16-63,0,0.0,0.0,0.0
input,trigram,17,5720,novel,f2-3,0,0.0,0.0,0.0
input,trigram,17,5720,novel,f256+,0,0.0,0.0,0.0
input,trigram,17,5720,novel,f4-7,0,0.0,0.0,0.0
input,trigram,17,5720,novel,f64-255,0,0.0,0.0,0.0
input,trigram,17,5720,novel,f8-15,0,0.0,0.0,0.0
input,trigram,17,5720,seen,f0,0,0.0,0.0,0.0
input,trigram,17,5720,seen,f1,49598,0.7356045253268849,0.6587029946208977,0.19078955000804546
input,trigram,17,5720,seen,f16-63,91057,0.7587522435919637,0.6395629766851431,0.23466493951048534
input,trigram,17,5720,seen,f2-3,49885,0.7005030919958232,0.6672804996345879,0.21248873816290856
input,trigram,17,5720,seen,f256+,51298,0.9370097869531715,0.587921703185296,0.21848572458156268
input,trigram,17,5720,seen,f4-7,49336,0.6879879674430377,0.6697821245632279,0.22372037498436476
input,trigram,17,5720,seen,f64-255,65211,0.8597527779708743,0.6108023477239369,0.2290730047851385
input,trigram,17,5720,seen,f8-15,48849,0.6941508969924666,0.663758462286128,0.23454836166480475
input,trigram,18,6060,novel,f0,184590,0.8840133467645374,0.5990419966915062,0.10576228649945014
input,trigram,18,6060,novel,f1,0,0.0,0.0,0.0
input,trigram,18,6060,novel,f16-63,0,0.0,0.0,0.0
input,trigram,18,6060,novel,f2-3,0,0.0,0.0,0.0
input,trigram,18,6060,novel,f256+,0,0.0,0.0,0.0
input,trigram,18,6060,novel,f4-7,0,0.0,0.0,0.0
input,trigram,18,6060,novel,f64-255,0,0.0,0.0,0.0
input,trigram,18,6060,novel,f8-15,0,0.0,0.0,0.0
input,trigram,18,6060,seen,f0,0,0.0,0.0,0.0
input,trigram,18,6060,seen,f1,49598,0.7238971966694577,0.6589457744253975,0.18925738550291593
input,trigram,18,6060,seen,f16-63,91057,0.742534388098007,0.6445138903654727,0.2340041178149935
input,trigram,18,6060,seen,f2-3,49885,0.6867143202062893,0.671176031684725,0.21109746842597893
input,trigram,18,6060,seen,f256+,51298,0.9120335797148578,0.596217425125644,0.2203091586816031
input,trigram,18,6060,seen,f4-7,49336,0.6712812154933044,0.6747989321099747,0.22328997467234105
input,trigram,18,6060,seen,f64-255,65211,0.8316309945188667,0.6204646071645199,0.23133428045482915
input,trigram,18,6060,seen,f8-15,48849,0.682496155736614,0.6657605121197526,0.23485632895454644
input,trigram,19,6400,novel,f0,184590,0.8774479834697217,0.6009463816726993,0.10600211052107307
input,trigram,19,6400,novel,f1,0,0.0,0.0,0.0
input,trigram,19,6400,novel,f16-63,0,0.0,0.0,0.0
input,trigram,19,6400,novel,f2-3,0,0.0,0.0,0.0
input,trigram,19,6400,novel,f256+,0,0.0,0.0,0.0
input,trigram,19,6400,novel,f4-7,0,0.0,0.0,0.0
input,trigram,19,6400,novel,f64-255,0,0.0,0.0,0.0
input,trigram,19,6400,novel,f8-15,0,0.0,0.0,0.0
input,trigram,19,6400,seen,f0,0,0.0,0.0,0.0
input,trigram,19,6400,seen,f1,49598,0.7113888062430723,0.6643354256274502,0.1903427305312377
input,trigram,19,6400,seen,f16-63,91057,0.7257928593327808,0.6505081623547833,0.23510004161719428
input,trigram,19,6400,seen,f2-3,49885,0.6781043179017154,0.6744042279474886,0.21149825785260848
input,trigram,19,6400,seen,f256+,51298,0.8911728284777455,0.6043432650725192,0.2220549776184313
input,trigram,19,6400,seen,f4-7,49336,0.6646921920750761,0.6776016681431744,0.22325960560046837
input,trigram,19,6400,seen,f64-255,65211,0.8113483636218843,0.6273556459225005,0.23127564608013998
input,trigram,19,6400,seen,f8-15,48849,0.6681184730481203,0.6718426869159911,0.232914873721105
input,trigram,20,6740,novel,f0,184590,0.8658074974290989,0.6035226195929354,0.10807781891606849
input,trigram,20,6740,novel,f1,0,0.0,0.0,0.0
input,trigram,20,6740,novel,f16-63,0,0.0,0.0,0.0
input,trigram,20,6740,novel,f2-3,0,0.0,0.0,0.0
input,trigram,20,6740,novel,f256+,0,0.0,0.0,0.0
input,trigram,20,6740,novel,f4-7,0,0.0,0.0,0.0
input,trigram,20,6740,novel,f64-255,0,0.0,0.0,0.0
input,trigram,20,6740,novel,f8-15,0,0.0,0.0,0.0
input,trigram,20,6740,seen,f0,0,0.0,0.0,0.0
input,trigram,20,6740,seen,f1,49598,0.6937969234914951,0.6702765304599889,0.1953696515976896
input,trigram,20,6740,seen,f16-63,91057,0.6970111538826842,0.6587561634012803,0.2392118978932389
input,trigram,20,6740,seen,f2-3,49885,0.6591153714408081,0.6800653428500175,0.21523369355326064
input,trigram,20,6740,seen,f256+,51298,0.8488482658322378,0.6140635238470269,0.2244820540928917
input,trigram,20,6740,seen,f4-7,49336,0.6491269725326976,0.6808869837779049,0.22823526596567606
input,trigram,20,6740,seen,f64-255,65211,0.7782715187906989,0.6339844211870187,0.23587311948102319
input,trigram,20,6740,seen,f8-15,48849,0.6481157107387095,0.6779890299673412,0.2375495974515171
nogram,bigram,1,330,novel,f0,25401,4.5453101989051365,0.13474577324624995,0.10289112644536046
nogram,bigram,1,330,novel,f1,0,0.0,0.0,0.0
nogram,bigram,1,330,novel,f16-63,0,0.0,0.0,0.0
nogram,bigram,1,330,novel,f2-3,0,0.0,0.0,0.0
nogram,bigram,1,330,novel,f256+,0,0.0,0.0,0.0
nogram,bigram,1,330,novel,f4-7,0,0.0,0.0,0.0
nogram,bigram,1,330,novel,f64-255,0,0.0,0.0,0.0
nogram,bigram,1,330,novel,f8-15,0,0.0,0.0,0.0
nogram,bigram,1,330,seen,f0,0,0.0,0.0,0.0
nogram,bigram,1,330,seen,f1,12905,4.631861000125437,0.12625915387487316,0.0956777522908829
nogram,bigram,1,330,seen,f16-63,74658,4.9731318284320825,0.10541730504691059,0.07702208520932627
nogram,bigram,1,330,seen,f2-3,16563,4.694801808747102,0.11925558827075554,0.09145336417701294
nogram,bigram,1,330,seen,f256+,294237,5.385641114605647,0.0881860353454652,0.06366976814273337
nogram,bigram,1,330,seen,f4-7,20656,4.746713510509279,0.11865110490758331,0.08819267512136804
nogram,bigram,1,330,seen,f64-255,119379,5.177661731330373,0.09092024408171334,0.06447275380819448
nogram,bigram,1,330,seen,f8-15,26025,4.832932576152615,0.11347360297776293,0.08644063113942829
nogram,bigram,2,670,novel,f0,25401,3.8167380602683254,0.21065371311745792,0.1768937621324495
nogram,bigram,2,670,novel,f1,0,0.0,0.0,0.0
nogram,bigram,2,670,novel,f16-63,0,0.0,0.0,0.0
nogram,bigram,2,670,novel,f2-3,0,0.0,0.0,0.0
nogram,bigram,2,670,novel,f256+,0,0.0,0.0,0.0
nogram,bigram,2,670,novel,f4-7,0,0.0,0.0,0.0
nogram,bigram,2,670,novel,f64-255,0,0.0,0.0,0.0
nogram,bigram,2,670,novel,f8-15,0,0.0,0.0,0.0
nogram,bigram,2,670,seen,f0,0,0.0,0.0,0.0
nogram,bigram,2,670,seen,f1,12905,3.8911598111904078,0.19759107475233592,0.16829508223194306
nogram,bigram,2,670,seen,f16-63,74658,4.1943787651493585,0.17411640784705315,0.14229877522792175
nogram,bigram,2,670,seen,f2-3,16563,3.9320157646970526,0.19434612180451982,0.16357341050444854
nogram,bigram,2,670,seen,f256+,294237,4.469414764390353,0.16202944795077504,0.1295290831650219
nogram,bigram,2,670,seen,f4-7,20656,3.984629141423499,0.19158536307472235,0.15976348345118566
nogram,bigram,2,670,seen,f64-255,119379,4.343345328718786,0.16183420806357837,0.13116582814435512
nogram,bigram,2,670,seen,f8-15,26025,4.041072474628444,0.1868708341167193,0.15752378860970312
nogram,bigram,3,1010,novel,f0,25401,3.1501667648011087,0.3050409807634371,0.2704103799634866
nogram,bigram,3,1010,novel,f1,0,0.0,0.0,0.0
nogram,bigram,3,1010,novel,f16-63,0,0.0,0.0,0.0
nogram,bigram,3,1010,novel,f2-3,0,0.0,0.0,0.0
nogram,bigram,3,1010,novel,f256+,0,0.0,0.0,0.0
nogram,bigram,3,1010,novel,f4-7,0,0.0,0.0,0.0
nogram,bigram,3,1010,novel,f64-255,0,0.0,0.0,0.0
nogram,bigram,3,1010,novel,f8-15,0,0.0,0.0,0.0
nogram,bigram,3,1010,seen,f0,0,0.0,0.0,0.0
nogram,bigram,3,1010,seen,f1,12905,3.2062652786705104,0.29528588986024984,0.2606201106263639
nogram,bigram,3,1010,seen,f16-63,74658,3.477283961712643,0.26976701660629776,0.23521360118216603
nogram,bigram,3,1010,seen,f2-3,16563,3.251993497508025,0.2901354410261013,0.25548910601249863
nogram,bigram,3,1010,seen,f256+,294237,3.746439155693427,0.2449580237980517,0.2058012955717428
nogram,bigram,3,1010,seen,f4-7,20656,3.3129017112740384,0.28391835613345395,0.2497787890912147
nogram,bigram,3,1010,seen,f64-255,119379,3.5362979847839817,0.2687348410390313,0.2336137728296454
nogram,bigram,3,1010,seen,f8-15,26025,3.3384595443612963,0.28347042170513376,0.25197664848441265
nogram,bigram,4,1340,novel,f0,25401,2.9896114831662906,0.3276780491673469,0.2918914955674824
nogram,bigram,4,1340,novel,f1,0,0.0,0.0,0.0
