host,run_id,steps,seed,final_gap,final_train_loss,final_val_loss,path,sha256
3602,optv5_rms_b098_s2p0_fixed,1000,42,1.443536639213562,2.909513235092163,4.353049874305725,/tmp/ngram_gap_remote_summaries_all2/3602/optv5_rms_b098_s2p0_fixed/summary.json,12055ec5775ba3d1c03484bcbaecf2f07a4557b034cd6870e850dd8ef0c44e9f
3602,nglab1x_input_v5_s43_fixed,2000,43,5.811004340648651,0.8509605526924133,6.6619648933410645,/tmp/ngram_gap_remote_summaries_all2/3602/nglab1x_input_v5_s43_fixed/summary.json,ab09a44255e710e67bd2e525f580c978c48d40bd7eeab9042f02310a93982712
3602,causalv5c_hash_reseed_e1e2_fixed,1000,42,0.06859707832336426,4.304174900054932,4.372771978378296,/tmp/ngram_gap_remote_summaries_all2/3602/causalv5c_hash_reseed_e1e2_fixed/summary.json,7ab948b2691368ca7a79a25faa9b8e3d531f73c7f612b0ad3148bb258bd9f70e
3602,optv5f_rms_b0999_s128p0_2k_fixed,2000,42,5.398735404014587,1.3594303131103516,6.758165717124939,/tmp/ngram_gap_remote_summaries_all2/3602/optv5f_rms_b0999_s128p0_2k_fixed/summary.json,0ad90d14dd7be46e033992ffd72f9c6d3520df24687af0ba3ca44d4e73456487
3602,causalv5m_mask_low_le2_e1_fixed,1000,42,1.3199414014816284,3.0736312866210938,4.393572688102722,/tmp/ngram_gap_remote_summaries_all2/3602/causalv5m_mask_low_le2_e1_fixed/summary.json,8d791fce90696baac6cc70c4193c7552597a0904a1ad6ece0a2a4a94e6fea39a
3602,s1v5_128_v_tbl_bi1_R675000_fixed,1000,42,1.2530893087387085,2.8693761825561523,4.122465491294861,/tmp/ngram_gap_remote_summaries_all2/3602/s1v5_128_v_tbl_bi1_R675000_fixed/summary.json,7d73a87b2230104719378da4409007e15abb861d84a099c5185a687b31d01b49
3602,netv5_input_lastep_128x_fixed,2000,42,0.019313335418701172,4.150502681732178,4.169816017150879,/tmp/ngram_gap_remote_summaries_all2/3602/netv5_input_lastep_128x_fixed/summary.json,f89b9840be13f26664ec3cd21f6c453537ef5744e814beea040ab04951eb5e18
3602,nglab1x_y_v5_s44_fixed,2000,44,3.4394840002059937,1.8918412923812866,5.33132529258728,/tmp/ngram_gap_remote_summaries_all2/3602/nglab1x_y_v5_s44_fixed/summary.json,3afec8714484a3384b70fd25cd5e9f47eeac8fb425a08a3a76b53df8b68915ed
3602,netv5_y_reseed_eall_128x_fixed,2000,42,0.16574585437774658,3.074653148651123,3.2403990030288696,/tmp/ngram_gap_remote_summaries_all2/3602/netv5_y_reseed_eall_128x_fixed/summary.json,183389ecaa980155b46266aaa06697a9097e005caa4b0a5ef63a0bb4bc818c7b
3602,optv5_rms_b098_s3p0_fixed,1000,42,1.7523874044418335,2.8395423889160156,4.591929793357849,/tmp/ngram_gap_remote_summaries_all2/3602/optv5_rms_b098_s3p0_fixed/summary.json,12ceba45a0c1528ea1af1ef8d714cd9438af70f69e314f05b01c5afdc0b156fa
3602,nglab5x_input_v5_freq10_fixed,2000,42,0.0842217206954956,3.1428935527801514,3.227115273475647,/tmp/ngram_gap_remote_summaries_all2/3602/nglab5x_input_v5_freq10_fixed/summary.json,3899af0cc97464e7136718949f26ad9b93220929add2f5fed70c1654282c1ba3
3602,optv5c_rms_b0995_s2p0_fixed,1000,42,1.594211220741272,2.872103214263916,4.466314435005188,/tmp/ngram_gap_remote_summaries_all2/3602/optv5c_rms_b0995_s2p0_fixed/summary.json,3d7447ebc6f8a5f031e05557085e9439d71f532f9f9c25989513d3164237cd32
